INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
6334	变异珍蜗牛	633	55	9	1	0	100	10	686	900000	-1	-1	656	500000	728	350000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1193	1723	1060	1060	1193	1051	1156	1208	1366	1576	200	500	150	100	50	6000	6330
6339	珍蜗牛宝宝	633	55	9	0	1	100	10	686	900000	-1	-1	656	500000	728	350000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	918	1326	816	816	918	1051	1156	1208	1366	1576	200	500	150	100	50	6000	6330
6340	成年超蜗牛	634	65	9	0	0	100	10	686	900000	-1	-1	656	550000	728	400000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	954	1379	848	848	954	1153	1268	1325	1498	1729	200	500	150	100	50	6000	6340
6341	变异超蜗牛	634	65	9	1	0	100	10	686	900000	-1	-1	656	550000	728	400000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1012	1462	899	899	1012	1153	1268	1325	1498	1729	200	500	150	100	50	6000	6340
6342	变异超蜗牛	634	65	9	1	0	100	10	686	900000	-1	-1	656	550000	728	400000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1069	1544	950	950	1069	1153	1268	1325	1498	1729	200	500	150	100	50	6000	6340
6343	变异超蜗牛	634	65	9	1	0	100	10	686	900000	-1	-1	656	550000	728	400000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1126	1627	1001	1001	1126	1153	1268	1325	1498	1729	200	500	150	100	50	6000	6340
6344	变异超蜗牛	634	65	9	1	0	100	10	686	900000	-1	-1	656	550000	728	400000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1184	1710	1052	1052	1184	1153	1268	1325	1498	1729	200	500	150	100	50	6000	6340
6345	变异超蜗牛	634	65	9	1	0	100	10	686	900000	-1	-1	656	550000	728	400000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1241	1793	1103	1103	1241	1153	1268	1325	1498	1729	200	500	150	100	50	6000	6340
6349	超蜗牛宝宝	634	65	9	0	1	100	10	686	900000	-1	-1	656	550000	728	400000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	954	1379	848	848	954	1153	1268	1325	1498	1729	200	500	150	100	50	6000	6340
6350	成年神蜗牛	635	75	9	0	0	100	10	686	900000	-1	-1	656	600000	728	450000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	991	1432	881	881	991	1255	1380	1443	1631	1882	200	500	150	100	50	6000	6350
6351	变异神蜗牛	635	75	9	1	0	100	10	686	900000	-1	-1	656	600000	728	450000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1041	1504	925	925	1041	1255	1380	1443	1631	1882	200	500	150	100	50	6000	6350
6352	变异神蜗牛	635	75	9	1	0	100	10	686	900000	-1	-1	656	600000	728	450000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1090	1575	969	969	1090	1255	1380	1443	1631	1882	200	500	150	100	50	6000	6350
6353	变异神蜗牛	635	75	9	1	0	100	10	686	900000	-1	-1	656	600000	728	450000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1140	1647	1013	1013	1140	1255	1380	1443	1631	1882	200	500	150	100	50	6000	6350
6354	变异神蜗牛	635	75	9	1	0	100	10	686	900000	-1	-1	656	600000	728	450000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1190	1719	1057	1057	1190	1255	1380	1443	1631	1882	200	500	150	100	50	6000	6350
6355	变异神蜗牛	635	75	9	1	0	100	10	686	900000	-1	-1	656	600000	728	450000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1239	1790	1102	1102	1239	1255	1380	1443	1631	1882	200	500	150	100	50	6000	6350
6356	变异神蜗牛	635	75	9	1	0	100	10	686	900000	-1	-1	656	600000	728	450000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1289	1862	1146	1146	1289	1255	1380	1443	1631	1882	200	500	150	100	50	6000	6350
6359	神蜗牛宝宝	635	75	9	0	1	100	10	686	900000	-1	-1	656	600000	728	450000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	991	1432	881	881	991	1255	1380	1443	1631	1882	200	500	150	100	50	6000	6350
6360	成年毒蝎	636	5	9	0	0	10	10	694	200000	-1	-1	659	900000	726	400000	704	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1219	1031	656	844	656	846	930	972	1099	1269	100	500	50	150	200	6000	6360
6361	变异毒蝎	636	5	9	1	0	10	10	694	200000	-1	-1	659	900000	726	400000	704	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1402	1186	755	970	755	846	930	972	1099	1269	100	500	50	150	200	6000	6360
6362	变异毒蝎	636	5	9	1	0	10	10	694	200000	-1	-1	659	900000	726	400000	704	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1585	1341	853	1097	853	846	930	972	1099	1269	100	500	50	150	200	6000	6360
6369	毒蝎宝宝	636	5	9	0	1	10	10	694	200000	-1	-1	659	900000	726	400000	704	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1219	1031	656	844	656	846	930	972	1099	1269	100	500	50	150	200	6000	6360
6370	成年灵蝎	637	45	9	0	0	10	10	694	250000	-1	-1	659	900000	726	450000	704	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1272	1076	685	881	685	948	1042	1090	1232	1422	100	500	50	150	200	6000	6370
6371	变异灵蝎	637	45	9	1	0	10	10	694	250000	-1	-1	659	900000	726	450000	704	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1399	1184	753	969	753	948	1042	1090	1232	1422	100	500	50	150	200	6000	6370
6372	变异灵蝎	637	45	9	1	0	10	10	694	250000	-1	-1	659	900000	726	450000	704	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1527	1292	822	1057	822	948	1042	1090	1232	1422	100	500	50	150	200	6000	6370
6373	变异灵蝎	637	45	9	1	0	10	10	694	250000	-1	-1	659	900000	726	450000	704	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1654	1399	890	1145	890	948	1042	1090	1232	1422	100	500	50	150	200	6000	6370
6379	灵蝎宝宝	637	45	9	0	1	10	10	694	250000	-1	-1	659	900000	726	450000	704	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1272	1076	685	881	685	948	1042	1090	1232	1422	100	500	50	150	200	6000	6370
6380	成年珍蝎	638	55	9	0	0	10	10	694	300000	-1	-1	659	900000	726	500000	704	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1122	714	918	714	1051	1156	1208	1366	1576	100	500	50	150	200	6000	6380
6381	变异珍蝎	638	55	9	1	0	10	10	694	300000	-1	-1	659	900000	726	500000	704	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1425	1206	767	986	767	1051	1156	1208	1366	1576	100	500	50	150	200	6000	6380
6382	变异珍蝎	638	55	9	1	0	10	10	694	300000	-1	-1	659	900000	726	500000	704	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1524	1290	821	1055	821	1051	1156	1208	1366	1576	100	500	50	150	200	6000	6380
6383	变异珍蝎	638	55	9	1	0	10	10	694	300000	-1	-1	659	900000	726	500000	704	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1624	1374	874	1124	874	1051	1156	1208	1366	1576	100	500	50	150	200	6000	6380
6384	变异珍蝎	638	55	9	1	0	10	10	694	300000	-1	-1	659	900000	726	500000	704	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1723	1458	928	1193	928	1051	1156	1208	1366	1576	100	500	50	150	200	6000	6380
6389	珍蝎宝宝	638	55	9	0	1	10	10	694	300000	-1	-1	659	900000	726	500000	704	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1122	714	918	714	1051	1156	1208	1366	1576	100	500	50	150	200	6000	6380
6390	成年天蝎	639	65	9	0	0	10	10	694	350000	-1	-1	659	900000	726	550000	704	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1167	742	954	742	1153	1268	1325	1498	1729	100	500	50	150	200	6000	6390
6391	变异天蝎	639	65	9	1	0	10	10	694	350000	-1	-1	659	900000	726	550000	704	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1462	1237	787	1012	787	1153	1268	1325	1498	1729	100	500	50	150	200	6000	6390
6392	变异天蝎	639	65	9	1	0	10	10	694	350000	-1	-1	659	900000	726	550000	704	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1544	1307	831	1069	831	1153	1268	1325	1498	1729	100	500	50	150	200	6000	6390
6393	变异天蝎	639	65	9	1	0	10	10	694	350000	-1	-1	659	900000	726	550000	704	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1627	1377	876	1126	876	1153	1268	1325	1498	1729	100	500	50	150	200	6000	6390
6394	变异天蝎	639	65	9	1	0	10	10	694	350000	-1	-1	659	900000	726	550000	704	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1710	1447	920	1184	920	1153	1268	1325	1498	1729	100	500	50	150	200	6000	6390
6395	变异天蝎	639	65	9	1	0	10	10	694	350000	-1	-1	659	900000	726	550000	704	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1793	1517	965	1241	965	1153	1268	1325	1498	1729	100	500	50	150	200	6000	6390
6399	天蝎宝宝	639	65	9	0	1	10	10	694	350000	-1	-1	659	900000	726	550000	704	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1167	742	954	742	1153	1268	1325	1498	1729	100	500	50	150	200	6000	6390
6400	成年魔蝎	640	75	9	0	0	10	10	694	400000	-1	-1	659	900000	726	600000	704	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	1212	771	991	771	1255	1380	1443	1631	1882	100	500	50	150	200	6000	6400
6401	变异魔蝎	640	75	9	1	0	10	10	694	400000	-1	-1	659	900000	726	600000	704	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1504	1272	809	1041	809	1255	1380	1443	1631	1882	100	500	50	150	200	6000	6400
6402	变异魔蝎	640	75	9	1	0	10	10	694	400000	-1	-1	659	900000	726	600000	704	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1575	1333	848	1090	848	1255	1380	1443	1631	1882	100	500	50	150	200	6000	6400
6403	变异魔蝎	640	75	9	1	0	10	10	694	400000	-1	-1	659	900000	726	600000	704	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1647	1394	887	1140	887	1255	1380	1443	1631	1882	100	500	50	150	200	6000	6400
6404	变异魔蝎	640	75	9	1	0	10	10	694	400000	-1	-1	659	900000	726	600000	704	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1719	1454	925	1190	925	1255	1380	1443	1631	1882	100	500	50	150	200	6000	6400
6405	变异魔蝎	640	75	9	1	0	10	10	694	400000	-1	-1	659	900000	726	600000	704	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1790	1515	964	1239	964	1255	1380	1443	1631	1882	100	500	50	150	200	6000	6400
6406	变异魔蝎	640	75	9	1	0	10	10	694	400000	-1	-1	659	900000	726	600000	704	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1862	1575	1002	1289	1002	1255	1380	1443	1631	1882	100	500	50	150	200	6000	6400
6409	魔蝎宝宝	640	75	9	0	1	10	10	694	400000	-1	-1	659	900000	726	600000	704	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	1212	771	991	771	1255	1380	1443	1631	1882	100	500	50	150	200	6000	6400
6410	成年小貘	641	5	9	0	0	10	10	686	200000	-1	-1	718	900000	668	400000	705	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	844	1219	750	750	844	846	930	972	1099	1269	500	200	150	100	50	6000	6410
6411	变异小貘	641	5	9	1	0	10	10	686	200000	-1	-1	718	900000	668	400000	705	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	970	1402	862	862	970	846	930	972	1099	1269	500	200	150	100	50	6000	6410
6412	变异小貘	641	5	9	1	0	10	10	686	200000	-1	-1	718	900000	668	400000	705	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1097	1585	975	975	1097	846	930	972	1099	1269	500	200	150	100	50	6000	6410
6419	小貘宝宝	641	5	9	0	1	10	10	686	200000	-1	-1	718	900000	668	400000	705	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	844	1219	750	750	844	846	930	972	1099	1269	500	200	150	100	50	6000	6410
6420	成年壮貘	642	45	9	0	0	10	10	686	250000	-1	-1	718	900000	668	450000	705	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	881	1272	783	783	881	948	1042	1090	1232	1422	500	200	150	100	50	6000	6420
6421	变异壮貘	642	45	9	1	0	10	10	686	250000	-1	-1	718	900000	668	450000	705	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	969	1399	861	861	969	948	1042	1090	1232	1422	500	200	150	100	50	6000	6420
6422	变异壮貘	642	45	9	1	0	10	10	686	250000	-1	-1	718	900000	668	450000	705	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1057	1527	939	939	1057	948	1042	1090	1232	1422	500	200	150	100	50	6000	6420
6423	变异壮貘	642	45	9	1	0	10	10	686	250000	-1	-1	718	900000	668	450000	705	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1145	1654	1018	1018	1145	948	1042	1090	1232	1422	500	200	150	100	50	6000	6420
6429	壮貘宝宝	642	45	9	0	1	10	10	686	250000	-1	-1	718	900000	668	450000	705	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	881	1272	783	783	881	948	1042	1090	1232	1422	500	200	150	100	50	6000	6420
6430	成年珍貘	643	55	9	0	0	10	10	686	300000	-1	-1	718	900000	668	500000	705	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	918	1326	816	816	918	1051	1156	1208	1366	1576	500	200	150	100	50	6000	6430
6431	变异珍貘	643	55	9	1	0	10	10	686	300000	-1	-1	718	900000	668	500000	705	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	986	1425	877	877	986	1051	1156	1208	1366	1576	500	200	150	100	50	6000	6430
6432	变异珍貘	643	55	9	1	0	10	10	686	300000	-1	-1	718	900000	668	500000	705	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1055	1524	938	938	1055	1051	1156	1208	1366	1576	500	200	150	100	50	6000	6430
6433	变异珍貘	643	55	9	1	0	10	10	686	300000	-1	-1	718	900000	668	500000	705	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1124	1624	999	999	1124	1051	1156	1208	1366	1576	500	200	150	100	50	6000	6430
6434	变异珍貘	643	55	9	1	0	10	10	686	300000	-1	-1	718	900000	668	500000	705	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1193	1723	1060	1060	1193	1051	1156	1208	1366	1576	500	200	150	100	50	6000	6430
6439	珍貘宝宝	643	55	9	0	1	10	10	686	300000	-1	-1	718	900000	668	500000	705	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	918	1326	816	816	918	1051	1156	1208	1366	1576	500	200	150	100	50	6000	6430
6440	成年圣貘	644	65	9	0	0	10	10	686	350000	-1	-1	718	900000	668	550000	705	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	954	1379	848	848	954	1153	1268	1325	1498	1729	500	200	150	100	50	6000	6440
6441	变异圣貘	644	65	9	1	0	10	10	686	350000	-1	-1	718	900000	668	550000	705	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1012	1462	899	899	1012	1153	1268	1325	1498	1729	500	200	150	100	50	6000	6440
6442	变异圣貘	644	65	9	1	0	10	10	686	350000	-1	-1	718	900000	668	550000	705	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1069	1544	950	950	1069	1153	1268	1325	1498	1729	500	200	150	100	50	6000	6440
6443	变异圣貘	644	65	9	1	0	10	10	686	350000	-1	-1	718	900000	668	550000	705	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1126	1627	1001	1001	1126	1153	1268	1325	1498	1729	500	200	150	100	50	6000	6440
6444	变异圣貘	644	65	9	1	0	10	10	686	350000	-1	-1	718	900000	668	550000	705	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1184	1710	1052	1052	1184	1153	1268	1325	1498	1729	500	200	150	100	50	6000	6440
6445	变异圣貘	644	65	9	1	0	10	10	686	350000	-1	-1	718	900000	668	550000	705	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1241	1793	1103	1103	1241	1153	1268	1325	1498	1729	500	200	150	100	50	6000	6440
6449	圣貘宝宝	644	65	9	0	1	10	10	686	350000	-1	-1	718	900000	668	550000	705	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	954	1379	848	848	954	1153	1268	1325	1498	1729	500	200	150	100	50	6000	6440
6450	成年神貘	645	75	9	0	0	10	10	686	400000	-1	-1	718	900000	668	600000	705	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	991	1432	881	881	991	1255	1380	1443	1631	1882	500	200	150	100	50	6000	6450
6451	变异神貘	645	75	9	1	0	10	10	686	400000	-1	-1	718	900000	668	600000	705	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1041	1504	925	925	1041	1255	1380	1443	1631	1882	500	200	150	100	50	6000	6450
6452	变异神貘	645	75	9	1	0	10	10	686	400000	-1	-1	718	900000	668	600000	705	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1090	1575	969	969	1090	1255	1380	1443	1631	1882	500	200	150	100	50	6000	6450
6453	变异神貘	645	75	9	1	0	10	10	686	400000	-1	-1	718	900000	668	600000	705	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1140	1647	1013	1013	1140	1255	1380	1443	1631	1882	500	200	150	100	50	6000	6450
6454	变异神貘	645	75	9	1	0	10	10	686	400000	-1	-1	718	900000	668	600000	705	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1190	1719	1057	1057	1190	1255	1380	1443	1631	1882	500	200	150	100	50	6000	6450
6455	变异神貘	645	75	9	1	0	10	10	686	400000	-1	-1	718	900000	668	600000	705	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1239	1790	1102	1102	1239	1255	1380	1443	1631	1882	500	200	150	100	50	6000	6450
6456	变异神貘	645	75	9	1	0	10	10	686	400000	-1	-1	718	900000	668	600000	705	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1289	1862	1146	1146	1289	1255	1380	1443	1631	1882	500	200	150	100	50	6000	6450
6459	神貘宝宝	645	75	9	0	1	10	10	686	400000	-1	-1	718	900000	668	600000	705	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	991	1432	881	881	991	1255	1380	1443	1631	1882	500	200	150	100	50	6000	6450
6460	成年甲虫	646	5	9	0	0	100	10	688	200000	-1	-1	706	900000	710	400000	722	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	938	938	938	938	938	846	930	972	1099	1269	100	500	50	150	200	6000	6460
6461	变异甲虫	646	5	9	1	0	100	10	688	200000	-1	-1	706	900000	710	400000	722	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1078	1078	1078	1078	1078	846	930	972	1099	1269	100	500	50	150	200	6000	6460
6462	变异甲虫	646	5	9	1	0	100	10	688	200000	-1	-1	706	900000	710	400000	722	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1219	1219	1219	1219	1219	846	930	972	1099	1269	100	500	50	150	200	6000	6460
6469	甲虫宝宝	646	5	9	0	1	100	10	688	200000	-1	-1	706	900000	710	400000	722	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	938	938	938	938	938	846	930	972	1099	1269	100	500	50	150	200	6000	6460
6470	成年强甲虫	647	45	9	0	0	100	10	688	250000	-1	-1	706	900000	710	450000	722	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	979	979	979	979	979	948	1042	1090	1232	1422	100	500	50	150	200	6000	6470
6471	变异强甲虫	647	45	9	1	0	100	10	688	250000	-1	-1	706	900000	710	450000	722	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1076	1076	1076	1076	1076	948	1042	1090	1232	1422	100	500	50	150	200	6000	6470
6472	变异强甲虫	647	45	9	1	0	100	10	688	250000	-1	-1	706	900000	710	450000	722	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1174	1174	1174	1174	1174	948	1042	1090	1232	1422	100	500	50	150	200	6000	6470
6473	变异强甲虫	647	45	9	1	0	100	10	688	250000	-1	-1	706	900000	710	450000	722	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1272	1272	1272	1272	1272	948	1042	1090	1232	1422	100	500	50	150	200	6000	6470
6479	强甲虫宝宝	647	45	9	0	1	100	10	688	250000	-1	-1	706	900000	710	450000	722	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	979	979	979	979	979	948	1042	1090	1232	1422	100	500	50	150	200	6000	6470
6480	成年珍甲虫	648	55	9	0	0	100	10	688	300000	-1	-1	706	900000	710	500000	722	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1020	1020	1020	1020	1020	1051	1156	1208	1366	1576	100	500	50	150	200	6000	6480
6481	变异珍甲虫	648	55	9	1	0	100	10	688	300000	-1	-1	706	900000	710	500000	722	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1096	1096	1096	1096	1096	1051	1156	1208	1366	1576	100	500	50	150	200	6000	6480
6482	变异珍甲虫	648	55	9	1	0	100	10	688	300000	-1	-1	706	900000	710	500000	722	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1173	1173	1173	1173	1173	1051	1156	1208	1366	1576	100	500	50	150	200	6000	6480
6483	变异珍甲虫	648	55	9	1	0	100	10	688	300000	-1	-1	706	900000	710	500000	722	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1249	1249	1249	1249	1249	1051	1156	1208	1366	1576	100	500	50	150	200	6000	6480
6484	变异珍甲虫	648	55	9	1	0	100	10	688	300000	-1	-1	706	900000	710	500000	722	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1326	1326	1326	1326	1051	1156	1208	1366	1576	100	500	50	150	200	6000	6480
6489	珍甲虫宝宝	648	55	9	0	1	100	10	688	300000	-1	-1	706	900000	710	500000	722	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1020	1020	1020	1020	1020	1051	1156	1208	1366	1576	100	500	50	150	200	6000	6480
6490	成年圣甲虫	649	65	9	0	0	100	10	688	350000	-1	-1	706	900000	710	550000	722	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1061	1061	1061	1061	1061	1153	1268	1325	1498	1729	100	500	50	150	200	6000	6490
6491	变异圣甲虫	649	65	9	1	0	100	10	688	350000	-1	-1	706	900000	710	550000	722	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1124	1124	1124	1124	1124	1153	1268	1325	1498	1729	100	500	50	150	200	6000	6490
6492	变异圣甲虫	649	65	9	1	0	100	10	688	350000	-1	-1	706	900000	710	550000	722	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1188	1188	1188	1188	1188	1153	1268	1325	1498	1729	100	500	50	150	200	6000	6490
6493	变异圣甲虫	649	65	9	1	0	100	10	688	350000	-1	-1	706	900000	710	550000	722	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1251	1251	1251	1251	1251	1153	1268	1325	1498	1729	100	500	50	150	200	6000	6490
6494	变异圣甲虫	649	65	9	1	0	100	10	688	350000	-1	-1	706	900000	710	550000	722	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1315	1315	1315	1315	1315	1153	1268	1325	1498	1729	100	500	50	150	200	6000	6490
6495	变异圣甲虫	649	65	9	1	0	100	10	688	350000	-1	-1	706	900000	710	550000	722	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1379	1379	1379	1379	1153	1268	1325	1498	1729	100	500	50	150	200	6000	6490
6499	圣甲虫宝宝	649	65	9	0	1	100	10	688	350000	-1	-1	706	900000	710	550000	722	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1061	1061	1061	1061	1061	1153	1268	1325	1498	1729	100	500	50	150	200	6000	6490
