INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
6131	±‰“Ï’‰œ¨ƒÒ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	68850	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6132	±‰“Ï’‰œ¨ƒÒ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	68850	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6133	±‰“Ï’‰œ¨ƒÒ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	68850	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6134	±‰“Ï’‰œ¨ƒÒ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	68850	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6139	’‰œ¨ƒÒ±¶±¶	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	68850	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6140	≥…ƒÍ≥¨œ¨ƒÒ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	82549	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6141	±‰“Ï≥¨œ¨ƒÒ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	82549	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6142	±‰“Ï≥¨œ¨ƒÒ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	82549	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6143	±‰“Ï≥¨œ¨ƒÒ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	82549	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6144	±‰“Ï≥¨œ¨ƒÒ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	82549	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6145	±‰“Ï≥¨œ¨ƒÒ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	82549	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6149	≥¨œ¨ƒÒ±¶±¶	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	82549	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6150	≥…ƒÍ…Òœ¨ƒÒ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	97120	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6151	±‰“Ï…Òœ¨ƒÒ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	97120	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6152	±‰“Ï…Òœ¨ƒÒ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	97120	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6153	±‰“Ï…Òœ¨ƒÒ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	97120	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6154	±‰“Ï…Òœ¨ƒÒ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	97120	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6155	±‰“Ï…Òœ¨ƒÒ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	97120	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6156	±‰“Ï…Òœ¨ƒÒ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	97120	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6159	…Òœ¨ƒÒ±¶±¶	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	97120	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6160	≥…ƒÍ–‹√®	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6161	±‰“Ï–‹√®	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6162	±‰“Ï–‹√®	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6169	–‹√®±¶±¶	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6170	≥…ƒÍ«ø–‹√®	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6171	±‰“Ï«ø–‹√®	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6172	±‰“Ï«ø–‹√®	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6173	±‰“Ï«ø–‹√®	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6179	«ø–‹√®±¶±¶	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6180	≥…ƒÍ’‰–‹√®	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6181	±‰“Ï’‰–‹√®	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6182	±‰“Ï’‰–‹√®	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6183	±‰“Ï’‰–‹√®	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6184	±‰“Ï’‰–‹√®	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6189	’‰–‹√®±¶±¶	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6190	≥…ƒÍ≥¨–‹√®	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6191	±‰“Ï≥¨–‹√®	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6192	±‰“Ï≥¨–‹√®	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6193	±‰“Ï≥¨–‹√®	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6194	±‰“Ï≥¨–‹√®	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6195	±‰“Ï≥¨–‹√®	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6199	≥¨–‹√®±¶±¶	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6200	≥…ƒÍ…Ò–‹√®	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6201	±‰“Ï…Ò–‹√®	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6202	±‰“Ï…Ò–‹√®	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6203	±‰“Ï…Ò–‹√®	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6204	±‰“Ï…Ò–‹√®	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6205	±‰“Ï…Ò–‹√®	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6206	±‰“Ï…Ò–‹√®	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6209	…Ò–‹√®±¶±¶	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6210	≥…ƒÍÛ¶–∑	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6211	±‰“ÏÛ¶–∑	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6212	±‰“ÏÛ¶–∑	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6219	Û¶–∑±¶±¶	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6220	≥…ƒÍ«‡–∑	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6221	±‰“Ï«‡–∑	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6222	±‰“Ï«‡–∑	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6223	±‰“Ï«‡–∑	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6229	«‡–∑±¶±¶	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6230	≥…ƒÍ¥Û’¢–∑	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6231	±‰“Ï¥Û’¢–∑	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6232	±‰“Ï¥Û’¢–∑	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6233	±‰“Ï¥Û’¢–∑	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6234	±‰“Ï¥Û’¢–∑	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
